TransactionID,CustomerID,Date,Amount,Category,Location,Source,IsFraud,Hour
TX00093,CUST152,2024-06-22,20.43,Restaurant,Lyon,POS,0,2
TX00094,CUST379,2024-01-30,77.89,Restaurant,London,POS,0,22
TX00095,CUST316,2024-02-26,16.53,Groceries,New York,Online,0,2
TX00096,CUST351,2024-05-25,24.41,Health,London,POS,0,20
TX00097,CUST287,2024-06-27,36.32,Groceries,Tokyo,POS,0,22
TX00098,CUST479,2024-05-07,148.41,Groceries,Paris,Online,0,12
TX00099,CUST140,2024-02-17,139.22,Electronics,Berlin,POS,0,1
TX00100,CUST256,2024-05-15,16.59,Restaurant,Paris,POS,0,2
TX00101,CUST114,2024-01-22,27.18,Health,Berlin,Online,0,19
TX00102,CUST400,2024-01-06,13.09,Groceries,Lyon,ATM,0,15
TX00103,CUST164,2024-04-13,40.67,Travel,London,POS,0,20
TX00104,CUST444,2024-02-05,35.86,Entertainment,London,POS,0,11
TX00105,CUST426,2024-03-19,120.51,Health,London,Online,0,8
TX00106,CUST108,2024-04-25,137.97,Electronics,Tokyo,POS,0,15
TX00107,CUST443,2024-02-26,29.19,Health,Tokyo,POS,0,3
TX00108,CUST228,2024-02-18,38.84,Restaurant,New York,POS,0,19
TX00109,CUST235,2024-06-21,118.28,Electronics,Marseille,POS,0,17
TX00110,CUST162,2024-03-22,87.18,Entertainment,Berlin,POS,0,0
TX00111,CUST238,2024-03-06,5.18,Travel,Marseille,Online,0,6
TX00112,CUST180,2024-03-17,24.29,Groceries,Marseille,POS,0,19
TX00113,CUST491,2024-02-14,32.39,Health,Berlin,Online,0,11
TX00114,CUST262,2024-03-19,18.05,Electronics,New York,Online,0,7
TX00115,CUST388,2024-01-20,16.13,Entertainment,London,Online,0,7
TX00116,CUST478,2024-05-02,6.93,Groceries,Marseille,ATM,0,23
TX00117,CUST360,2024-03-07,56.55,Entertainment,London,ATM,0,21
TX00118,CUST330,2024-03-23,20.23,Travel,Lyon,Online,0,8
TX00119,CUST140,2024-01-03,7.69,Groceries,Marseille,Online,0,13
TX00120,CUST127,2024-03-04,18.13,Groceries,Lyon,Online,0,19
TX00121,CUST234,2024-02-09,85.95,Groceries,New York,POS,0,4
TX00122,CUST300,2024-02-28,100.35,Electronics,Paris,POS,0,19
TX00123,CUST427,2024-03-02,37.99,Groceries,Tokyo,POS,0,20
TX00124,CUST367,2024-05-11,31.9,Entertainment,Berlin,POS,0,1
TX00125,CUST132,2024-02-29,195.5,Electronics,New York,POS,0,20
TX00126,CUST147,2024-04-25,16.19,Groceries,New York,Online,0,9
TX00127,CUST161,2024-03-15,17.13,Entertainment,New York,Online,0,23
TX00128,CUST315,2024-05-01,22.26,Entertainment,Marseille,Online,0,8
TX00129,CUST392,2024-04-16,14.48,Health,Lyon,POS,0,6
TX00130,CUST198,2024-04-05,28.85,Entertainment,Tokyo,ATM,0,22
TX00131,CUST271,2024-03-31,125.86,Restaurant,Marseille,Online,0,21
TX00132,CUST459,2024-06-06,52.77,Travel,Paris,Online,0,17
TX00133,CUST313,2024-05-09,31.55,Groceries,Berlin,ATM,0,11
TX00134,CUST134,2024-03-02,141.22,Groceries,Berlin,Online,0,10
TX00135,CUST326,2024-02-18,7.48,Groceries,Tokyo,Online,0,9
TX00136,CUST200,2024-05-16,16.8,Entertainment,Berlin,POS,0,12
TX00137,CUST230,2024-04-01,46.72,Entertainment,Berlin,POS,0,8
TX00138,CUST356,2024-06-07,52.8,Groceries,New York,POS,0,15
TX00139,CUST104,2024-05-03,7.02,Restaurant,London,POS,0,20
TX00140,CUST317,2024-03-01,30.8,Electronics,Paris,POS,0,21
TX00141,CUST354,2024-02-17,57.37,Electronics,Lyon,Online,0,16
TX00142,CUST497,2024-06-01,64.88,Travel,Paris,POS,0,4
TX00143,CUST458,2024-06-12,313.9787413261768,Health,Marseille,POS,1,5
TX00144,CUST382,2024-05-15,24.32,Travel,Berlin,ATM,0,9
TX00145,CUST492,2024-02-27,9.91,Groceries,London,ATM,0,10
TX00146,CUST306,2024-04-10,32.85,Groceries,Marseille,Online,0,1
TX00147,CUST114,2024-04-21,11.89,Groceries,Tokyo,POS,0,6
TX00148,CUST445,2024-06-21,152.47,Health,New York,Online,0,13
TX00149,CUST141,2024-03-02,37.23,Entertainment,Berlin,Online,0,3
TX00150,CUST479,2024-02-08,24.08,Health,New York,POS,0,4
TX00151,CUST278,2024-02-27,77.69,Travel,Paris,POS,0,18
TX00152,CUST162,2024-04-08,39.45,Entertainment,New York,POS,0,20
TX00153,CUST451,2024-02-13,23.56,Entertainment,New York,POS,0,19
TX00154,CUST330,2024-01-29,88.56,Travel,Tokyo,POS,0,9
TX00155,CUST340,2024-02-28,105.93,Entertainment,Lyon,POS,0,5
TX00156,CUST151,2024-03-11,60.89,Electronics,Lyon,POS,0,1
TX00157,CUST195,2024-04-01,7.41,Travel,Marseille,Online,0,2
TX00158,CUST487,2024-01-09,46.77,Travel,Berlin,POS,0,14
TX00159,CUST321,2024-05-06,77.05,Electronics,Marseille,ATM,0,9
TX00160,CUST330,2024-05-13,12.34,Health,Lyon,Online,0,16
TX00161,CUST336,2024-06-05,101.13467877184983,Health,Paris,POS,1,6
TX00162,CUST242,2024-05-24,112.06,Health,Lyon,ATM,0,1
TX00163,CUST270,2024-05-23,6.02,Entertainment,Marseille,POS,0,6
TX00164,CUST128,2024-05-10,74.86,Electronics,London,POS,0,14
TX00165,CUST135,2024-01-21,37.1,Travel,Berlin,Online,0,2
TX00166,CUST112,2024-03-04,34.6,Travel,New York,POS,0,4
TX00167,CUST259,2024-03-30,5.36,Travel,Tokyo,POS,0,21
TX00168,CUST426,2024-02-05,90.57,Entertainment,London,Online,0,7
TX00169,CUST286,2024-03-02,27.3,Entertainment,London,POS,0,3
TX00170,CUST342,2024-06-18,43.91,Restaurant,New York,Online,0,17
TX00171,CUST185,2024-03-16,61.55,Health,Lyon,POS,0,18
TX00172,CUST383,2024-06-18,65.64,Restaurant,Berlin,ATM,0,7
TX00173,CUST165,2024-01-13,161.16,Restaurant,Paris,POS,0,22
TX00174,CUST269,2024-01-11,42.89,Entertainment,London,POS,0,5
TX00175,CUST144,2024-02-23,30.52,Health,Paris,POS,0,4
TX00176,CUST161,2024-01-16,158.63,Health,Tokyo,Online,1,4
TX00177,CUST233,2024-01-08,56.38,Travel,Tokyo,ATM,0,16
TX00178,CUST383,2024-04-13,22.7,Entertainment,Tokyo,Online,0,5
TX00179,CUST127,2024-02-28,11.76,Health,Marseille,Online,0,12
TX00180,CUST207,2024-02-26,97.43,Restaurant,London,POS,0,8
TX00181,CUST143,2024-02-09,27.49,Electronics,Tokyo,POS,0,23
TX00182,CUST439,2024-05-09,59.01,Electronics,Marseille,Online,0,11
TX00183,CUST385,2024-04-03,36.82,Entertainment,Tokyo,Online,0,9
TX00184,CUST430,2024-05-17,16.09,Travel,Lyon,POS,0,0
TX00185,CUST227,2024-02-13,51.03,Travel,London,Online,0,10
TX00186,CUST447,2024-05-18,8.13,Health,Marseille,Online,0,5
TX00187,CUST330,2024-03-20,31.67,Entertainment,Tokyo,Online,0,2
TX00188,CUST289,2024-03-21,44.55,Electronics,Berlin,Online,0,5
TX00189,CUST324,2024-01-02,33.64,Restaurant,Marseille,POS,0,8
TX00190,CUST484,2024-06-26,74.05,Health,Tokyo,POS,0,21
TX00191,CUST476,2024-05-19,92.99,Restaurant,Lyon,POS,0,7
TX00192,CUST382,2024-04-24,78.75,Health,Paris,Online,0,14
TX00193,CUST220,2024-03-30,6.98,Groceries,Tokyo,Online,0,21
TX00194,CUST215,2024-01-23,15.79,Restaurant,Paris,Online,0,5
TX00195,CUST332,2024-05-25,43.46,Entertainment,London,Online,0,22
TX00196,CUST358,2024-03-02,141.53,Restaurant,Lyon,Online,0,10
TX00197,CUST458,2024-04-22,95.08,Restaurant,Berlin,Online,0,9
TX00198,CUST297,2024-05-07,97.43,Health,London,Online,0,10
TX00199,CUST236,2024-03-02,23.06,Electronics,Berlin,POS,0,3
TX00200,CUST417,2024-02-07,33.06,Groceries,Paris,Online,0,12
TX00201,CUST264,2024-06-14,36.81,Restaurant,Lyon,Online,0,7
TX00202,CUST324,2024-03-01,13.56,Electronics,New York,Online,0,19
TX00203,CUST406,2024-05-08,6.58,Travel,Lyon,Online,0,14
TX00204,CUST333,2024-06-21,151.78,Groceries,Lyon,POS,0,6
TX00205,CUST271,2024-06-04,18.77,Groceries,Berlin,Online,0,0
TX00206,CUST251,2024-05-28,18.72,Health,New York,Online,0,8
TX00207,CUST414,2024-05-01,9.35,Restaurant,Marseille,Online,0,22
TX00208,CUST473,2024-04-19,136.91,Travel,Marseille,Online,0,7
TX00209,CUST259,2024-01-13,48.34,Health,Marseille,POS,0,1
TX00210,CUST195,2024-06-03,59.99,Entertainment,Paris,ATM,0,13
TX00211,CUST332,2024-04-09,126.28,Electronics,Lyon,Online,0,11
TX00212,CUST279,2024-05-14,26.2,Electronics,Tokyo,POS,0,22
TX00213,CUST212,2024-01-22,53.58,Health,New York,Online,0,16
TX00214,CUST417,2024-03-14,6.98,Electronics,Tokyo,Online,0,18
TX00215,CUST151,2024-05-11,15.34,Restaurant,Paris,Online,0,5
TX00216,CUST367,2024-01-23,93.97,Electronics,New York,POS,0,20
TX00217,CUST394,2024-04-28,77.79,Restaurant,Tokyo,Online,0,4
TX00218,CUST485,2024-03-10,26.59,Entertainment,Berlin,ATM,0,5
TX00219,CUST486,2024-03-24,28.65,Travel,Paris,POS,0,2
TX00220,CUST212,2024-04-10,43.13,Groceries,Paris,Online,0,15
TX00221,CUST200,2024-03-24,5.01,Health,Paris,POS,0,17
TX00222,CUST212,2024-06-09,18.8,Health,New York,ATM,0,13
TX00223,CUST180,2024-01-28,16.67,Restaurant,Tokyo,POS,0,14
TX00224,CUST286,2024-05-15,19.42,Entertainment,Tokyo,POS,0,3
TX00225,CUST212,2024-01-01,86.97,Entertainment,London,Online,0,10
TX00226,CUST101,2024-06-13,21.4,Groceries,Paris,Online,0,4
TX00227,CUST229,2024-03-03,15.63,Travel,Marseille,Online,0,8
TX00228,CUST319,2024-01-22,40.09,Health,Lyon,POS,0,4
TX00229,CUST153,2024-03-10,105.36,Restaurant,Berlin,ATM,0,6
TX00230,CUST442,2024-05-04,18.81,Entertainment,Berlin,POS,0,17
TX00231,CUST323,2024-05-28,9.09,Health,London,POS,0,17
TX00232,CUST324,2024-04-05,27.03,Restaurant,London,Online,0,19
TX00233,CUST484,2024-06-11,73.85,Electronics,New York,POS,0,23
TX00234,CUST225,2024-03-19,45.0,Health,London,POS,0,1
TX00235,CUST229,2024-01-05,89.86,Travel,Tokyo,POS,0,22
TX00236,CUST152,2024-02-29,165.44,Restaurant,New York,POS,0,12
TX00237,CUST271,2024-04-29,83.67,Travel,New York,POS,0,12
TX00238,CUST317,2024-02-15,51.29,Health,Berlin,POS,0,16
TX00239,CUST259,2024-06-26,39.0,Electronics,Berlin,ATM,0,21
TX00240,CUST297,2024-06-24,39.59889535894454,Travel,Marseille,POS,1,16
TX00241,CUST346,2024-05-13,212.77,Entertainment,Paris,Online,0,5
TX00242,CUST423,2024-02-25,29.18,Restaurant,London,POS,0,13
TX00243,CUST302,2024-04-19,13.26,Health,Paris,Online,0,20
TX00244,CUST283,2024-06-05,59.94,Electronics,Paris,POS,0,13
TX00245,CUST222,2024-04-13,21.72,Entertainment,Paris,Online,0,11
TX00246,CUST354,2024-03-17,49.07,Health,New York,ATM,0,4
TX00247,CUST393,2024-05-25,49.19,Electronics,Paris,POS,0,4
TX00248,CUST379,2024-01-02,34.51,Entertainment,London,Online,0,3
TX00249,CUST424,2024-01-08,95.43,Travel,New York,Online,0,22
TX00250,CUST471,2024-03-15,20.39,Health,London,POS,0,12
TX00251,CUST197,2024-05-04,34.77,Health,New York,POS,0,3
TX00252,CUST297,2024-02-07,43.58,Travel,Lyon,Online,0,17
TX00253,CUST494,2024-06-24,59.48,Groceries,Lyon,Online,0,15
TX00254,CUST339,2024-01-27,81.62,Entertainment,Lyon,POS,0,17
TX00255,CUST243,2024-01-20,30.11,Travel,Lyon,POS,0,1
TX00256,CUST196,2024-05-19,56.93,Health,New York,Online,0,22
TX00257,CUST300,2024-02-12,13.16,Entertainment,Paris,POS,0,3
TX00258,CUST223,2024-01-31,139.89,Entertainment,Marseille,ATM,0,19
TX00259,CUST286,2024-03-31,29.15,Groceries,Berlin,Online,0,16
TX00260,CUST425,2024-03-01,70.38,Health,Tokyo,POS,0,19
TX00261,CUST448,2024-04-18,6.03,Electronics,Unknown/Tax Haven,Online,1,5
TX00262,CUST358,2024-03-31,16.48,Groceries,Lyon,Online,0,17
TX00263,CUST247,2024-06-11,38.38,Groceries,Paris,Online,0,19
TX00264,CUST351,2024-04-04,110.29,Electronics,London,POS,0,6
TX00265,CUST445,2024-05-22,42.46,Electronics,Paris,POS,0,12
TX00266,CUST246,2024-05-23,137.87,Groceries,London,POS,0,8
TX00267,CUST247,2024-01-13,38.06,Entertainment,Marseille,Online,0,1
TX00268,CUST451,2024-04-22,38.71,Travel,Paris,Online,0,7
TX00269,CUST298,2024-02-04,11.38,Travel,Paris,POS,0,13
TX00270,CUST407,2024-05-28,86.14,Groceries,Tokyo,Online,0,21
TX00271,CUST227,2024-06-06,19.18,Entertainment,Marseille,Online,0,23
TX00272,CUST138,2024-02-17,119.94,Electronics,Paris,POS,0,17
TX00273,CUST437,2024-02-04,125.86,Restaurant,London,ATM,0,0
TX00274,CUST459,2024-03-26,148.51,Groceries,Berlin,Online,0,22
TX00275,CUST228,2024-06-14,41.72,Health,Paris,POS,0,8
TX00276,CUST366,2024-06-07,61.52,Entertainment,London,Online,0,8
TX00277,CUST250,2024-05-31,452.0686392043143,Health,Lyon,POS,1,1
TX00278,CUST397,2024-04-23,12.02,Health,Paris,POS,0,15
TX00279,CUST198,2024-06-25,50.93,Groceries,London,POS,0,3
TX00280,CUST362,2024-04-09,6.74,Entertainment,Berlin,POS,0,12
TX00281,CUST351,2024-06-08,39.41,Health,Marseille,Online,0,16
TX00282,CUST243,2024-04-08,13.41,Entertainment,Lyon,Online,0,10
TX00283,CUST445,2024-01-03,15.1,Travel,Paris,Online,0,22
TX00284,CUST211,2024-03-25,27.71,Restaurant,Tokyo,POS,0,1
TX00285,CUST159,2024-05-04,33.32,Health,London,POS,0,3
TX00286,CUST468,2024-05-17,53.8,Health,Berlin,POS,0,11
TX00287,CUST101,2024-03-23,8.87,Entertainment,Tokyo,POS,0,1
TX00288,CUST484,2024-01-25,40.03,Restaurant,Paris,Online,0,0
TX00289,CUST403,2024-03-08,15.08,Travel,London,POS,0,22
TX00290,CUST353,2024-03-01,47.66,Health,Paris,Online,0,5
TX00291,CUST239,2024-01-29,55.72,Groceries,Lyon,Online,0,15
TX00292,CUST136,2024-05-06,45.68,Entertainment,Berlin,POS,0,1
TX00293,CUST259,2024-01-19,72.03,Entertainment,Berlin,POS,0,13
TX00294,CUST108,2024-06-19,25.44,Health,Lyon,Online,0,19
TX00295,CUST332,2024-03-14,77.43,Travel,Paris,POS,0,11
TX00296,CUST198,2024-03-01,33.35,Health,Paris,POS,0,18
TX00297,CUST246,2024-06-19,38.1,Electronics,New York,Online,0,2
TX00298,CUST403,2024-06-01,57.22,Health,Paris,POS,0,18
TX00299,CUST307,2024-01-20,5.93,Restaurant,Berlin,Online,0,10
TX00300,CUST230,2024-02-17,58.06,Restaurant,Paris,Online,0,3
TX00301,CUST251,2024-03-27,53.19,Electronics,Tokyo,Online,0,16
TX00302,CUST153,2024-05-31,23.54,Restaurant,Tokyo,Online,0,16
TX00303,CUST219,2024-05-18,9.48,Restaurant,Lyon,POS,0,6
TX00304,CUST260,2024-04-19,54.95471699671707,Groceries,Tokyo,POS,1,4
TX00305,CUST215,2024-01-28,133.34,Entertainment,Paris,Online,0,18
TX00306,CUST174,2024-02-28,63.44,Restaurant,Marseille,Online,0,20
TX00307,CUST212,2024-05-12,11.8,Entertainment,Paris,Online,0,18
TX00308,CUST203,2024-02-20,27.06,Travel,Berlin,POS,0,8
TX00309,CUST439,2024-05-28,49.88,Health,New York,Online,0,16
TX00310,CUST353,2024-01-12,95.26,Groceries,London,POS,0,8
TX00311,CUST326,2024-02-19,7.23,Electronics,Berlin,POS,0,13
TX00312,CUST211,2024-05-11,18.5,Travel,Lyon,POS,0,4
TX00313,CUST198,2024-04-22,115.25,Groceries,Tokyo,ATM,0,21
TX00314,CUST252,2024-06-18,5.46,Groceries,Marseille,Online,0,1
TX00315,CUST448,2024-06-14,16.24,Electronics,Berlin,ATM,0,23
TX00316,CUST483,2024-06-01,164.74,Electronics,London,Online,0,14
TX00317,CUST465,2024-01-14,52.52,Entertainment,Marseille,Online,0,15
TX00318,CUST437,2024-02-01,20.17,Health,Lyon,POS,0,18
TX00319,CUST293,2024-05-18,8.47,Travel,Tokyo,POS,0,0
TX00320,CUST409,2024-05-25,6.43,Health,New York,POS,0,22
TX00321,CUST262,2024-06-03,19.03,Travel,Berlin,Online,0,11
TX00322,CUST307,2024-02-24,111.64,Groceries,Berlin,ATM,0,18
TX00323,CUST268,2024-04-29,179.37624616430986,Restaurant,Berlin,Online,1,19
TX00324,CUST260,2024-03-15,68.71,Restaurant,Lyon,Online,0,14
TX00325,CUST167,2024-01-21,130.23,Electronics,Marseille,Online,0,4
TX00326,CUST388,2024-06-20,31.22,Electronics,Marseille,POS,0,0
TX00327,CUST497,2024-05-12,15.61,Groceries,Lyon,POS,0,10
TX00328,CUST376,2024-03-27,41.4,Groceries,Berlin,POS,0,8
TX00329,CUST403,2024-06-17,124.34,Travel,Paris,Online,0,6
TX00330,CUST483,2024-02-28,86.58,Groceries,Lyon,Online,0,1
TX00331,CUST491,2024-03-29,8.4,Travel,Tokyo,Online,0,16
TX00332,CUST234,2024-05-29,63.98,Health,Tokyo,POS,0,15
TX00333,CUST294,2024-03-23,47.42,Electronics,New York,POS,0,15
TX00334,CUST227,2024-03-05,124.01,Electronics,Lyon,POS,0,13
TX00335,CUST132,2024-03-04,11.53,Restaurant,London,ATM,0,1
TX00336,CUST275,2024-03-11,43.18,Restaurant,Tokyo,Online,0,18
TX00337,CUST470,2024-01-04,110.79,Electronics,Tokyo,Online,0,2
TX00338,CUST474,2024-05-22,31.38,Health,Tokyo,POS,0,7
TX00339,CUST121,2024-04-13,37.89,Health,Paris,POS,0,20
TX00340,CUST337,2024-05-29,8.65,Entertainment,London,POS,0,18
TX00341,CUST257,2024-06-23,21.3,Travel,Berlin,ATM,0,15
TX00342,CUST137,2024-04-02,24.62,Restaurant,Berlin,POS,0,21
TX00343,CUST329,2024-06-22,150.13,Travel,Lyon,Online,0,3
TX00344,CUST464,2024-05-21,21.61,Restaurant,Paris,Online,0,7
TX00345,CUST150,2024-06-26,35.89,Entertainment,Tokyo,POS,0,0
TX00346,CUST363,2024-05-27,60.63,Electronics,Berlin,POS,0,3
TX00347,CUST382,2024-06-26,13.85,Travel,London,Online,0,6
TX00348,CUST126,2024-04-21,38.32,Restaurant,Berlin,Online,0,0
TX00349,CUST325,2024-06-09,72.07,Travel,London,POS,0,23
TX00350,CUST376,2024-04-28,105.82,Electronics,Paris,POS,0,17
TX00351,CUST385,2024-02-28,54.21,Groceries,Berlin,Online,0,3
TX00352,CUST196,2024-02-12,60.29,Restaurant,Tokyo,POS,0,19
TX00353,CUST383,2024-01-12,11.75,Groceries,Paris,Online,0,13
TX00354,CUST466,2024-02-09,150.73,Entertainment,Marseille,ATM,0,7
TX00355,CUST416,2024-04-27,12.11,Health,Tokyo,Online,0,17
TX00356,CUST403,2024-01-20,79.51,Travel,Paris,POS,0,6
TX00357,CUST246,2024-06-14,20.38,Restaurant,Lyon,POS,0,2
TX00358,CUST103,2024-05-10,140.6,Travel,Berlin,Online,0,20
TX00359,CUST134,2024-06-04,68.64,Entertainment,Tokyo,POS,0,13
TX00360,CUST291,2024-03-30,75.08,Entertainment,New York,Online,0,11
TX00361,CUST148,2024-04-03,17.36,Travel,Tokyo,POS,0,14
TX00362,CUST116,2024-01-13,34.26,Restaurant,Marseille,POS,0,7
TX00363,CUST271,2024-03-06,53.09,Electronics,Paris,Online,1,4
TX00364,CUST319,2024-02-06,78.48,Electronics,New York,Online,0,16
TX00365,CUST257,2024-06-25,10.49,Health,Marseille,POS,0,9
TX00366,CUST145,2024-03-06,168.99,Travel,Lyon,Online,0,10
TX00367,CUST472,2024-02-05,115.46,Travel,Tokyo,POS,0,22
TX00368,CUST105,2024-01-26,20.76,Restaurant,Berlin,Online,0,15
TX00369,CUST198,2024-03-15,91.51,Travel,New York,ATM,0,15
TX00370,CUST479,2024-04-17,41.52,Restaurant,Berlin,POS,0,3
TX00371,CUST332,2024-06-16,35.98,Travel,Paris,POS,0,22
